Save,Message,Type,User Status,銷售文件類型,訂單,物料,物料說明,項目數量,收貨數量,基本開始日期,基本完成日期,上線日,系統料齊日,料齊日(生管),TEST上線日,逾期代碼,逾期說明,工單備註
,,MO,ZRTC,93N1,93N124050310,93-F0089-6010,EMP-200-CQ(J6412),3,3,2024-04-29 00:00:00,2024-05-03 00:00:00,2024-04-29 00:00:00,2024-04-26 00:00:00,2024-04-26 00:00:00,,,,DEV-0050453，5/22，59-66050-0020(AN54)，60/天
,,MO,ZRTC,93R1,93R124050008,93-P2200-BA10,STC2-21WP-i5-KL,3,3,2024-05-16 00:00:00,2024-05-22 00:00:00,2024-05-16 00:00:00,2024-05-16 00:00:00,2024-05-15 00:00:00,,,,DEV-0050282
,,MO,ZRTC,93E1,93E124040159,IPC-117N7-T000,RK620W-13E2-E47_IT000,3,3,2024-05-13 00:00:00,2024-05-17 00:00:00,2024-05-13 00:00:00,2024-05-09 00:00:00,2024-05-09 00:00:00,,9.其它,"拔工單 ,缺30-25002-4000(20240509)L+32-21002-0000-A0(20240506)L新M","DEV-0050245+DEV-0050818,2024/04/29,91-41810-0010(4/3)+91-46709-0040(4/3)"
,,MO,ZRTC,93E1,93E124030279,IPC-00001-39C0,RK620W-13E4_I39C0,3,3,2024-04-12 00:00:00,2024-04-17 00:00:00,2024-04-12 00:00:00,,2024-04-11 00:00:00,,,,"DEV-0050245,2024/04/29,91-46703-0050"
,,MO,ZRTC,93E1,93E124010147,93-22807-020E-10,MECS-6120 Icelake D-1747NTE cfg2,3,3,2024-02-29 00:00:00,2024-03-05 00:00:00,2024-02-29 00:00:00,2024-02-27 00:00:00,2024-02-27 00:00:00,,,,DEV-0050050
,,MO,ZRTC,93E1,93E124020159,IPC-0030K-0006,RK609W-M43H_I0006,3,3,2024-02-01 00:00:00,2024-02-06 00:00:00,2024-02-01 00:00:00,2024-01-30 00:00:00,2024-01-26 00:00:00,,,,"DEV-0049487,2024/02/22,外購"
,,MO,ZRTC,93N1,93N124020258,93-45103-0040,DLAP-211-JNX,3,3,2024-01-25 00:00:00,2024-01-30 00:00:00,2024-01-25 00:00:00,2024-01-26 00:00:00,2024-01-24 00:00:00,,,,"DEV-0049318,PD,收單:2023/12/15,59-77B05-0050"
,,MO,ZRTC,93E1,93E124030019,93-22807-040E,MECS-6120 Icelake D-1747NTE cfg4,3,3,2023-12-26 00:00:00,2024-01-22 00:00:00,2023-12-26 00:00:00,2023-12-20 00:00:00,2023-12-19 00:00:00,,2.生產異常,"無SOP,PE改重工指導書補測試流程+PE驗證仍有問題,與上海窗口確認中(12/27>1/9>1/18>1/22)","DEV-0049109,DQAC-iris自組 TP-產線/RD/PE無法協助"
,,MO,ZRTC,93E1,93E124010137,93-F0089-810E,EMP-200-PH(J6412)_LAN*2,3,3,2023-12-05 00:00:00,2023-12-07 00:00:00,2023-12-05 00:00:00,2023-12-05 00:00:00,2023-11-29 00:00:00,,,,"DEV-0049011，(客需11/17)，59-66050-030E S，系*40/天 ，有帶DCN-059690,DCN-059703"
,,MO,ZRTC,93N1,93N123110249,93-99797-1070,FORTIGATE-3960E,3,3,2023-10-20 00:00:00,2023-10-31 00:00:00,2023-10-20 00:00:00,2023-11-16 00:00:00,2023-10-19 00:00:00,,2.生產異常,"2.ITS整批性Fail,PE分析為TP issue(10/25>10/31)","DEV-0048734 DEV-0048666,[0817新單*25+0828追加*10]"
,,MO,ZRTC,93N1,93N123110347,93-D2302-0010,MLC-M300,3,3,2023-11-13 00:00:00,2023-11-16 00:00:00,2023-11-13 00:00:00,2023-11-13 00:00:00,2023-11-08 00:00:00,,,,DEV-0048662，11/14，85-A1027-3410
,,MO,ZRTC,93E1,93E123120087,93-45103-130E,DLAP-211-Orin Nano 8GB,3,3,2023-10-17 00:00:00,2023-10-25 00:00:00,2023-10-17 00:00:00,2023-10-18 00:00:00,2023-10-16 00:00:00,,,,"DEV-0048607,收單:2023/09/27,59-77B05-0030Z(STK)"
,,MO,ZRTC,93E1,93E123090204,93-P7000-G00E,IM-238,3,3,2023-09-22 00:00:00,2023-09-28 00:00:00,2023-09-22 00:00:00,2023-09-27 00:00:00,2023-09-21 00:00:00,,,,"DEV-0048450，DEV-0047872，#8881,F011-0037352"
,,MO,ZRTC,93E1,93E123090203,93-P7000-B02E,IM-215,3,3,2023-09-22 00:00:00,2023-09-28 00:00:00,2023-09-22 00:00:00,2023-09-23 00:00:00,2023-09-21 00:00:00,,,,"DEV-0048450，DEV-0047871，#8881,F011-0037352"
,,MO,ZRTC,93E1,93E123100326,TPC-41041-0570,TPC-41041-0570(MXE-1501),3,3,2023-10-19 00:00:00,2023-10-25 00:00:00,2023-10-19 00:00:00,2023-10-19 00:00:00,2023-10-18 00:00:00,,,,"DEV-0048444,3-41041-0270"
,,MO,ZRTC,93E1,93E123100034,93-F0030-A05E,FG-6300F-GEN2,3,3,2023-09-21 00:00:00,2023-10-06 00:00:00,2023-09-21 00:00:00,2023-09-21 00:00:00,2023-09-20 00:00:00,,,,DEV-0048267
,,MO,ZRTC,93N1,93N123080350,93-99797-1050,FORTIGATE-3960E,3,3,2023-08-15 00:00:00,2023-08-28 00:00:00,2023-08-15 00:00:00,2023-08-21 00:00:00,2023-08-11 00:00:00,,,,DEV-0047889 2023/10/10>2023/7/11
,,MO,ZRTC,93E1,93E123080214,93-45103-040E,DLAP-211-Orin NX 16GB,3,3,2023-08-04 00:00:00,2023-08-15 00:00:00,2023-08-04 00:00:00,2023-08-05 00:00:00,2023-07-31 00:00:00,,,,"DEV-0047835+DEV-0047752+DEV-0047436,[9V-45103-0000],59-77B05-0030Z(STK)"
,,MO,ZRTC,93E1,93E123080320,TPC-41041-0570,TPC-41041-0570(MXE-1501),3,3,2023-08-18 00:00:00,2023-08-24 00:00:00,2023-08-18 00:00:00,2023-08-17 00:00:00,2023-08-17 00:00:00,,,,"DEV-0047792,2023/08/25,93-41041-0270->0060"
,,MO,ZRTC,93E1,93E123060419,93-F0064-111C,"R4600-3A2,CC",3,3,2023-07-28 00:00:00,2023-08-07 00:00:00,2023-07-28 00:00:00,2023-08-05 00:00:00,2023-07-27 00:00:00,,,,"DEV-0047764,85-65A30-002C+85-65A31-002C"
,,MO,ZRTC,93N1,93N123060450,93-P1200-BA10,"SP2-21WP-KL-i3, 4GB, w/ IO, 12V",3,3,2023-07-17 00:00:00,2023-07-18 00:00:00,2023-07-17 00:00:00,2023-07-19 00:00:00,2023-07-07 00:00:00,,9.其它,W2 WMS WMS問題,DEV-0047062，59-A1024-2230 S*40
,,MO,ZRTC,93E1,93E123050326,AG-M9505A-CFG002,M9505A-CFG002,3,3,2023-05-24 00:00:00,2023-05-29 00:00:00,2023-05-24 00:00:00,2023-05-26 00:00:00,2023-05-23 00:00:00,,,,DEV-0046738
,,MO,ZRTC,93E1,93E123050340,AG-M9505A-CFG002,M9505A-CFG002,3,3,2023-05-24 00:00:00,2023-05-29 00:00:00,2023-05-24 00:00:00,,2023-05-23 00:00:00,,,,DEV-0046738
,,MO,ZRTC,93E1,93E123050365,93-22807-020E-10,MECS-6120 Icelake D-1747NTE cfg2,3,3,2023-05-12 00:00:00,2023-05-18 00:00:00,2023-05-12 00:00:00,2023-05-19 00:00:00,2023-05-11 00:00:00,,,,DEV-0046667
,,MO,ZRTC,93E1,93E122110166,93-SHT01-001E,Triton S3 CCP,3,3,2023-03-27 00:00:00,2023-04-20 00:00:00,2023-03-27 00:00:00,2023-03-24 00:00:00,2023-03-15 00:00:00,,1.維修,29-92133-Y030不良,DEV-0046435 2022/11/10，59-A2054-004E S*33
,,MO,ZRTC,93N1,93N123060128,93-70801-003,cPCIS-2501/AC,3,3,2023-05-16 00:00:00,2023-05-19 00:00:00,2023-05-16 00:00:00,2023-05-15 00:00:00,2023-05-15 00:00:00,,,,"DEV-0046227,PD,20230619>20230503 +20230629>2023/06/16"
,,MO,ZRTC,93N1,93N123040437,93-P2200-6A10,STC2-15WP-i5-KL,3,3,2023-03-30 00:00:00,2023-04-10 00:00:00,2023-03-30 00:00:00,2023-03-29 00:00:00,2023-03-29 00:00:00,,,,"DEV-0045970#8874,IST領走F011-29698"
,,MO,ZRTC,93E1,93E123020389,93-F0093-103E,Zoetis Vetscan HUB-AUS,3,3,2023-02-23 00:00:00,2023-03-03 00:00:00,2023-02-23 00:00:00,2023-02-23 00:00:00,2023-02-15 00:00:00,,,,DEV-0045228，2022/11/16->2022/12/13
,,MO,ZRTC,93E1,93E122070244,93-81402-114S,cPCIS-3300BLS/CST2,3,3,2022-12-14 00:00:00,2022-12-21 00:00:00,2022-12-14 00:00:00,2022-12-13 00:00:00,2022-11-30 00:00:00,,,,"DEV-0045092 DEV-0042616,2022/05/03(預估:A2111_0001,中科院)"
,,MO,ZRTC,93E1,93E122110316,93-45107-103C,"AVA-RAGXI/POE,CC",3,3,2023-01-16 00:00:00,2023-05-31 00:00:00,2023-01-17 00:00:00,2023-01-15 00:00:00,2023-01-10 00:00:00,,,,DEV-0044651[PE驗證] FSRR-0001436#8920
,,MO,ZRTC,93R1,93R122090007,CPC-00000-197,cPCIS-2629CS/C3CST/3544D,3,3,2022-10-03 00:00:00,2022-10-17 00:00:00,2022-10-07 00:00:00,,2022-10-06 00:00:00,,,,"DEV-0044361,(4)環測回廠後重測 ,中科院"
,,MO,ZRTC,93E1,93E122080584,AG-M9505A-CFG002,M9505A-CFG002,3,3,2022-07-25 00:00:00,2022-09-28 00:00:00,2022-09-14 00:00:00,,2022-08-31 00:00:00,,1.維修,ETT Fail*1,DEV-0043950 DEV-0043785需掃貨驗証75-08211-05X0
,,MO,ZRTC,93E1,93E122080375,AG-M9505A-CFG002,M9505A-CFG002,3,3,2022-07-05 00:00:00,2022-09-21 00:00:00,2022-09-14 00:00:00,2022-08-10 00:00:00,2022-08-10 00:00:00,,2.生產異常,Hold:FW corruption issue 導致不開機or LED status異常 非AD問題,DEV-0043950
,,MO,ZRTC,93E1,93E122080425,93-41044-0330-10,MVP-612X-1E/M32G,3,3,2022-08-19 00:00:00,2022-09-21 00:00:00,2022-09-14 00:00:00,2022-09-13 00:00:00,2022-09-06 00:00:00,,,,"DEV-0043830(以上工單只須組裝不測試，入庫後PS領出),59-44833-1080*9/7"
,,MO,ZRTC,93E1,93E122080426,93-41045-0230-10,MVP-510A/M16G,3,3,2022-08-19 00:00:00,2022-09-21 00:00:00,2022-09-14 00:00:00,2022-09-13 00:00:00,2022-09-06 00:00:00,,,,"DEV-0043830(以上工單只須組裝不測試，入庫後PS領出),2022/08/26,SH(59-44833-2080)"
,,MO,ZRTC,93E1,93E122070241,AG-M9044-60110,M9044-60110,3,3,2022-09-01 00:00:00,2022-09-30 00:00:00,2022-09-21 00:00:00,2022-09-21 00:00:00,2022-09-15 00:00:00,,3.材料跳票,76-08390-30R0交期延遲,DEV-0043819
,,MO,ZRTC,93N1,93N122110373,93-D0501-B030,IMT-BT-FOR IM-R3,3,3,2022-12-01 00:00:00,2022-12-13 00:00:00,2022-12-01 00:00:00,2022-12-10 00:00:00,2022-11-29 00:00:00,,1.維修,29-92100-Y080 不良無庫存*1,"DEV-0043817,DEV-0044599"
,,MO,ZRTC,93E1,93E122070222,93-41045-DD0E,Dell Embedded Gateway EGW-5200-RS-4G,3,3,2022-07-22 00:00:00,2022-08-11 00:00:00,2022-08-05 00:00:00,2022-08-31 00:00:00,2022-08-04 00:00:00,,,,DEV-0043503，料保留0002245114/0001，85-44833-AB0E+55-44833-AB0E+60-44833-B250+60-44835-F020*2+55-49074-0010+55-49075-0010
,,MO,ZRTC,93E1,93E122080349,93-F0064-100C,"R4600-3A1, CC",3,3,2022-06-17 00:00:00,2022-09-02 00:00:00,2022-08-24 00:00:00,2022-08-24 00:00:00,2022-08-25 00:00:00,,5.工程變更,ECN-000140  85-65A31-002C SIM board重工,"DEV-0043132,2021/07/15>9/8,(PM-Cindy,FSRR-0000273)"
,,MO,ZRTC,93R1,93R122060152,93-70432-0010,PXES-2314T,3,3,2022-06-15 00:00:00,2022-08-26 00:00:00,2022-07-04 00:00:00,2022-07-05 00:00:00,2022-06-28 00:00:00,,,47-30116-0000-A0貼紙內容公司地址為中和廠,"DEV-0043076,(5)庫存改機"
,,MO,ZRTC,93E1,93E122060254,AG-M9046-60110,M9046-60110,3,3,2022-04-15 00:00:00,2022-06-16 00:00:00,2022-06-09 00:00:00,,2022-06-02 00:00:00,,,已完成入庫*2，PIN歪*1,DEV-0042684
,,MO,ZRTC,93N1,93N122090072,APC-NT063-0020,APC-NT063-0000,3,3,2022-06-15 00:00:00,2022-06-28 00:00:00,2022-06-22 00:00:00,2022-06-21 00:00:00,2022-06-21 00:00:00,,,,"DEV-0042542,Order no:1100008840"
,,MO,ZRTC,93E1,93E122020205,APC-NT063-0020,APC-NT063-0000,3,3,2022-03-31 00:00:00,2022-06-28 00:00:00,2022-06-22 00:00:00,2022-06-21 00:00:00,2022-06-21 00:00:00,,,,"DEV-0042542,2022/03/02,Order No:1100007935"
,,MO,ZRTC,93E1,93E122060253,AG-M9046-60110,M9046-60110,3,3,2022-04-15 00:00:00,2022-06-15 00:00:00,2022-06-09 00:00:00,,2022-05-26 00:00:00,,2.產品品質異常,(品質)面框GAP過大待確認,"DEV-0042308,DEV-0042684"
,,MO,ZRTC,93E1,93E122060251,AG-M9044-60110,M9044-60110,3,3,2022-04-15 00:00:00,2022-06-10 00:00:00,2022-06-07 00:00:00,,2022-05-26 00:00:00,,,,"DEV-0042308,2021/7/27,Keysight-PX,22X-30118轉(93E2-2021070003)"
,,MO,ZRTC,93N1,93N122030596,AG-M9019A-CFG001,M9019A,3,3,2022-03-22 00:00:00,2022-05-18 00:00:00,2022-05-05 00:00:00,2022-05-04 00:00:00,2022-03-22 00:00:00,,2.產品品質異常,(維修)powerload  fail 31-32313-0010*1,"DEV-0041988,DEV-0041744,2022/01/21"
,,MO,ZRTC,93N1,93N122030647,AG-M9505A-CFG002,M9505A-CFG002,3,3,2022-03-03 00:00:00,2022-04-15 00:00:00,2022-04-13 00:00:00,2022-04-12 00:00:00,2022-03-30 00:00:00,,3.外單位前置作業未如期完成,(製具)dummy module測具異常,"DEV-0041853,DEV-0041933"
,,MO,ZRTC,93N1,93N122030767,AG-M9505A-CFG001,M9505A-CFG001,3,3,2022-03-04 00:00:00,2022-04-21 00:00:00,2022-04-18 00:00:00,2022-04-19 00:00:00,2022-03-23 00:00:00,,3.外單位前置作業未如期完成,(製具)dummy module測具異常,DEV-0041853
,,MO,ZRTC,93N1,93N122030729,AG-M9019A-CFG001,M9019A,3,3,2022-03-22 00:00:00,2022-04-13 00:00:00,2022-03-28 00:00:00,2022-03-28 00:00:00,2022-03-22 00:00:00,,,,"DEV-0041745,2022/01/21"
,,MO,ZRTC,93E1,93E122030355,93-F0093-002E,Zoetis Vetscan HUB,3,3,2022-02-09 00:00:00,2022-06-24 00:00:00,2022-04-11 00:00:00,,2022-03-31 00:00:00,,5.產品設計問題,(產品)043E兩片沒有connector無法組裝  29-92116-2000 DMDA,"DEV-0041723,2022/01/20(料保留FSRR-0000991),85-A1021-043E*2+85-A1021-041E*1"
,,MO,ZRTC,93E1,93E122020206,APC-NT061-0020,APC-NT061-0000,3,3,2022-03-18 00:00:00,2022-03-28 00:00:00,2022-03-22 00:00:00,2022-03-21 00:00:00,2022-03-17 00:00:00,,5.產品設計問題,(材料)來料缺銅柱，組裝3/25 投產，待PE首件,"DEV-0041649,2022/02/24,Order No:1100007938"
,,MO,ZRTC,93E1,93E122080027,93-P1100-711E,"SP-15WR-AL3930, 2GB, w/ IO, 12V",3,3,2022-04-14 00:00:00,2022-04-25 00:00:00,2022-04-18 00:00:00,2022-04-27 00:00:00,2022-04-15 00:00:00,,,,"DEV-0041482(生產過),2022/08/29,59-A1021-A020(59R122030093押4/13)"
,,MO,ZRTC,93E1,93E122020090,93-F0030-A14E,FG-6301F-GEN2,3,3,2022-02-10 00:00:00,2022-03-07 00:00:00,2022-03-02 00:00:00,2022-03-01 00:00:00,2022-02-25 00:00:00,,,,DEV-0041436 2022/02/09
,,MO,ZRTC,93E1,93E122020210,93-41045-DF3E,Dell Embedded Gateway EGW-5200-VRR9P,3,3,2022-02-16 00:00:00,2022-03-11 00:00:00,2022-02-25 00:00:00,2022-02-24 00:00:00,2022-02-24 00:00:00,,,,"DEV-0041294,2022/03/10,85E121120233/85-44833-A00E(176)2/24,old"
,,MO,ZRTC,93E1,93E122020212,93-41045-DF3E,Dell Embedded Gateway EGW-5200-VRR9P,3,3,2022-02-16 00:00:00,2022-03-11 00:00:00,2022-02-25 00:00:00,2022-02-24 00:00:00,2022-02-24 00:00:00,,,,"DEV-0041294,2022/03/10,85E121120233/85-44833-A00E(176)2/24,old"
,,MO,ZRTC,93N1,93N122030522,93-P1100-2020,"SP-10WP-AL3930, 2GB, w/ IO, 12V",3,3,2022-02-15 00:00:00,2022-02-22 00:00:00,2022-02-14 00:00:00,2022-02-11 00:00:00,2022-02-09 00:00:00,,,,"DEV-0041150,2022/05/17,59-A1021-0020庫存+55-A2041-0010庫存"
,,MO,ZRTC,93R1,93R122020054,93-P1200-6020,"SP-15WP-KL-i3,4GB,w/ IO,12V",3,3,2022-02-07 00:00:00,2022-02-18 00:00:00,2022-02-10 00:00:00,,2022-02-06 00:00:00,,,,DEV-0041118
,,MO,ZRTC,93E1,93E121110146,93-F0083-002E,MMI-CP-100,3,3,2021-12-15 00:00:00,2022-01-26 00:00:00,2022-01-25 00:00:00,2022-01-24 00:00:00,2022-01-20 00:00:00,,,,"DEV-0041018,2021/09/09>2022/01/27"
,,MO,ZRTC,93E1,93E122010089,93-99B00-001E,SCDP Autonomous System-Q32-17,3,3,2021-11-22 00:00:00,2022-01-25 00:00:00,2022-01-12 00:00:00,,2021-12-09 00:00:00,,,,"DEV-0040956+DEV-0040597+DEV-0040558,2021/11/26(已生產過),85-73102-000E押12/9"
,,MO,ZRTC,93E1,93E122010212,93-41045-D11E,Dell Embedded Gateway EGW-5200-P6C07,3,3,2022-01-05 00:00:00,2022-01-12 00:00:00,2022-01-06 00:00:00,2022-01-07 00:00:00,,,,,"DEV-0040788,DEV-0040578,#8919,1100006803*2+1100006783*1"
,,MO,ZRTC,93E1,93E121100105,93-41045-DH0E,ADLINK ODM regulatory for Dell EGW-5200,3,3,2021-11-22 00:00:00,2021-12-28 00:00:00,2021-12-20 00:00:00,2021-12-29 00:00:00,2021-12-17 00:00:00,,,,"DEV-0040696,DEV-0040609,2021/07/21(FSRR-0000522),85-44833-A00E押12/17"
,,MO,ZRTC,93E1,93E122010066,93-41045-D11E,Dell Embedded Gateway EGW-5200-P6C07,3,3,2021-12-10 00:00:00,2022-01-04 00:00:00,2021-12-22 00:00:00,2022-01-28 00:00:00,2021-12-21 00:00:00,,,,"DEV-0040578,2021/12/29(OK),85-44833-A00E庫存,85E121100277*101"
,,MO,ZRTC,93E1,93E121120127,93-41045-DF1E,Dell Embedded Gateway EGW-5200-VRR9P,3,3,2021-11-25 00:00:00,2021-12-15 00:00:00,2021-12-06 00:00:00,2021-12-28 00:00:00,2021-11-25 00:00:00,,,,"DEV-0040253,2021/12/06(PE驗證1+N),85-44833-A00E庫存"
,,MO,ZRTC,93E1,93E121120125,93-41045-D61E,Dell Embedded Gateway EGW-5200-5DM66,3,3,2021-11-25 00:00:00,2021-12-13 00:00:00,2021-12-06 00:00:00,2021-12-17 00:00:00,2021-11-25 00:00:00,,,,"DEV-0040250,2021/12/06(PE驗證1+N),85-44833-A00E庫存"
,,MO,ZRTC,93E1,93E121120123,93-41045-D21E,Dell Embedded Gateway EGW-5200-3DX0M,3,3,2021-11-22 00:00:00,2021-12-13 00:00:00,2021-12-01 00:00:00,2021-12-17 00:00:00,2021-11-25 00:00:00,,,,"DEV-0040174,2021/12/06(PE驗證1+N),85-44833-A00E庫存"
,,MO,ZRTC,93R1,93R121100008,93-80403-104E,cPCIS-3072DSM,3,3,2021-10-15 00:00:00,2022-01-12 00:00:00,2021-12-07 00:00:00,2022-01-10 00:00:00,2021-11-23 00:00:00,,,,"DEV-0040134,(4)環測後回廠測試"
,,MO,ZRTC,93E1,93E121090040,93-81402-113S,cPCIS-3300BLS/CST2,3,3,2021-09-23 00:00:00,2021-11-12 00:00:00,2021-11-03 00:00:00,,2021-10-21 00:00:00,,3.外單位前置作業未如期完成,(倉庫)有庫存未發,"DEV-0039834,2021/09/08,(中科院)"
,,MO,ZRTC,93E1,93E121090061,93-41045-DG0E,ADLINK test for Dell EGW-5200,3,3,2021-07-15 00:00:00,2021-09-14 00:00:00,2021-09-06 00:00:00,,2021-08-31 00:00:00,,,(產品)特採變更測項,"DEV-0039145 DEV-0038791,2021/07/21(FSRR-0000522),59-44833-A01E+55-49074-000E+55-49075-000E"
,,MO,ZRTC,93N1,93N121080352,AG-M9505A-CFG002,M9505A-CFG002,3,3,2021-08-13 00:00:00,2021-09-27 00:00:00,2021-09-10 00:00:00,2021-09-09 00:00:00,2021-09-08 00:00:00,,6.其他,(其他)遷廠驗證,DEV-0039019/DEV-0039388
,,MO,ZRTC,93E1,93E121080064,93-F0089-310E,AMP-300 (i3-1115G4E)_Lan*2,3,3,2021-07-12 00:00:00,2021-09-14 00:00:00,2021-09-09 00:00:00,2021-08-26 00:00:00,2021-08-26 00:00:00,,3.外單位前置作業未如期完成,(產品)SOP未完成也未技轉,"DEV-0039016+DEV-0038918(組裝+測開機+不用驗證),2021/06/17(FSRR-0000318),59-66046-310E"
,,MO,ZRTC,93E1,93E121090185,93-80403-104E,cPCIS-3072DSM,3,3,2021-08-17 00:00:00,2021-10-29 00:00:00,2021-10-29 00:00:00,,2021-09-28 00:00:00,,,,"DEV-0038970,(2021/08/20環測),2021/09/22,(VSF /A2106_0001),(原93E121070215)"
,,MO,ZRTC,93R1,93R121080090,AG-M9019A-CFG001,M9019A,3,3,2021-08-12 00:00:00,2021-08-20 00:00:00,2021-08-17 00:00:00,,,,,,DEV-0038805
,,MO,ZRTC,93N1,93N121080361,AG-M9043-60210,M9043-60210,3,3,2021-07-02 00:00:00,2021-10-15 00:00:00,2021-08-18 00:00:00,,2021-08-13 00:00:00,,6.其他,(其他)遷廠待設備驗證,"DEV-0038454,SRR-011722,2021/4/28,Keysight-PX(new)(9302-2021040042)"
,,MO,ZRTC,93N1,93N121050431,IPC-00001-312,RK410W-13E8-E43-i3.4M8G-A500-F106E,3,3,2021-05-25 00:00:00,2021-07-07 00:00:00,2021-07-02 00:00:00,2021-07-02 00:00:00,,,,,DEV-0038293
,,MO,ZRTC,93E1,93E121070079,93-F0030-A13E,FG-6301F-GEN2,3,3,2021-06-25 00:00:00,2021-07-26 00:00:00,2021-06-30 00:00:00,2021-07-04 00:00:00,2021-06-28 00:00:00,,,,"DEV-0038039 ,2021/07/12"
,,MO,ZRTC,93E1,93E121060103,AG-M9019-60130,M9019-60130,3,3,2021-06-03 00:00:00,2021-07-15 00:00:00,2021-06-23 00:00:00,,2021-06-18 00:00:00,,,,DEV-0037929
,,MO,ZRTC,93R1,93R121050085,AG-M9043-60210,M9043-60210,3,3,2021-05-03 00:00:00,2021-06-30 00:00:00,2021-06-25 00:00:00,,,,,,"DEV-0037837,2020/12/31-->2020/12/18,Keysight-PX(old)(9302-2021020063)"
,,MO,ZRTC,93N1,93N121050310,93-F0030-A03E,FG-6300F-GEN2,3,3,2021-05-04 00:00:00,2021-06-07 00:00:00,2021-05-24 00:00:00,,2021-05-21 00:00:00,,,,"DEV-0037765 2021/05/03,(挪22X-29332(20/06/15>12/15),(9302-2021040081)"
,,MO,ZRTC,93E1,93E121050068,93-F0030-B13E,FG-6501F-GEN2,3,3,2021-05-04 00:00:00,2021-06-03 00:00:00,2021-05-22 00:00:00,,2021-05-18 00:00:00,,,,"DEV-0037736 10/1>11/2>2021/01/04>2021/05/03,(NO-FCST),(9302-2021050020)"
,,MO,ZRTC,93N1,93N121050243,93-99797-1040,FORTIGATE-3960E,3,3,2021-04-27 00:00:00,2021-08-25 00:00:00,2021-05-18 00:00:00,,2021-05-13 00:00:00,,,,"DEV-0037521,Peggy驗證,2021/03/25 (NO-FCST),(9302-2021040101)"
,,MO,ZRTC,93E1,93E121070001,93-F0085-001E,BMW AGX-Blue Jetson Xavier System,3,3,2021-05-03 00:00:00,2021-05-21 00:00:00,2021-05-19 00:00:00,2021-11-16 00:00:00,2021-05-14 00:00:00,,,,"DEV-0037292,SRR-011502(PCC-Renee需求),2021/1/8,59-77B04-001E(5/11入)"
,,MO,ZRTC,93N1,93N121050104,AG-M9018B-CFG001,M9018B,3,3,2021-05-03 00:00:00,2021-06-18 00:00:00,2021-05-17 00:00:00,2021-06-04 00:00:00,2021-05-11 00:00:00,,,,"DEV-0037229,2021/2/22-->2021/1/11-->2021/3/19(old)(9302-2021010067)"
,,MO,ZRTC,93E1,93E125060274,93-41052-7D0E,MVP-5205/M16G/2S128G/WS19/160W/EVERI,3,3,2025-07-12 00:00:00,2025-07-23 00:00:00,2025-07-12 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,,,,"DCN-065045 DEV-0054714,[1+N]收單:2025/05/07,SH:58-99605-2010(7/4)"
,,MO,ZRTC,93R1,93R124100090,93-D2302-143E,MLC-M3031,3,3,2024-10-23 00:00:00,2024-10-28 00:00:00,2024-10-23 00:00:00,2024-10-25 00:00:00,2024-10-21 00:00:00,,,,DCN-062177
,,MO,ZRTC,93N1,93N121120562,IPC-1170K-0000,RK620W-M43H_I0000,3,3,2022-03-18 00:00:00,2022-04-11 00:00:00,2022-03-29 00:00:00,2022-03-28 00:00:00,2022-03-28 00:00:00,,,,"DCN-053441,2022/04/21,外購"
,,MO,ZRTC,93E1,93E125040009,CPC-00000-203,cPCIS-2629CS/C3CSTL2/N422,3,3,2025-04-10 00:00:00,2025-04-15 00:00:00,2025-04-10 00:00:00,2025-04-10 00:00:00,2025-04-09 00:00:00,,,,"需環測,"
,,MO,ZRTC,93E1,93E125040011,CPC-00000-202,cPCIS-2629CS/C3CST/3544D/4T,3,3,2025-03-27 00:00:00,2025-04-01 00:00:00,2025-03-27 00:00:00,2025-03-26 00:00:00,2025-03-26 00:00:00,,,,需環測
,,MO,ZRTC,93R1,93R121060121,93-51048-0010,NEON-201B-JNX,3,3,2021-07-01 00:00:00,2021-08-20 00:00:00,2021-07-23 00:00:00,,2021-06-28 00:00:00,,,,過C4
,,MO,ZRTC,93N1,93N123110108,93-72102-001,cPCIS-2632,3,3,2023-11-02 00:00:00,2023-11-07 00:00:00,2023-11-02 00:00:00,2023-11-01 00:00:00,2023-11-01 00:00:00,,,,無FCST
,,MO,ZRTC,93R1,93R125030057,93-P7000-B210,"IM-215 W/adapter,HDMI,USB cable",3,3,2025-03-14 00:00:00,2025-03-20 00:00:00,2025-03-14 00:00:00,2025-03-13 00:00:00,2025-03-10 00:00:00,,,,換driver board
,,MO,ZRTC,93R1,93R121090052,93-41031-0C30,MXC-2300CD/B-3E3,3,3,2021-09-01 00:00:00,2021-11-03 00:00:00,2021-10-27 00:00:00,,,,,,換外箱
,,MO,ZRTC,93R1,93R121090106,93-41036-3110,MVP-6011/M8G,3,3,2021-09-08 00:00:00,2021-10-08 00:00:00,2021-09-27 00:00:00,2021-09-27 00:00:00,,,,,換外箱
,,MO,ZRTC,93R1,93R122020066,93-41045-D21E,Dell Embedded Gateway EGW-5200-3DX0M,3,3,2022-02-08 00:00:00,2022-02-25 00:00:00,2022-02-10 00:00:00,,,,,,庫存重測
